id,uid,name,slug,loyalty_type,stamps_in_strip,apple_background_color,apple_description,apple_foreground_color,apple_label_color,enroll_logo,apple_pass_icon,apple_pass_strips_folder,apple_back_fields,apple_header_field_label,apple_header_field_value,cardholder_label,max_transaction_amount,tier,active,header_text,max_transaction_amount_per_day,enable_new_transaction_email,apple_pass_icon_rectangle,timezone_id,country_id,require_business_branch_in_form,enable_raffles,card_qr_redirect_url,additional_form_checkbox,can_see_products_analytics,can_see_business_branches_analytics,can_do_exports
450,0961ab60,StyleCorner,stylecorner-790,STATIC,,#1A1A2E,Loyalty card for StyleCorner,#FFFFFF,#CCCCCC,assets/logos/stylecorner-790.png,assets/icons/stylecorner-790.png,assets/strips/stylecorner-790/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/stylecorner-790""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,STARTER,1,Welcome to StyleCorner,10000,0,assets/icons/stylecorner-790_rect.png,1,1,0,0,https://luyoa.com/enroll/stylecorner-790,[],0,0,0
451,a4d58955,PharmaCare,pharmacare-677,STAMPS,8,#2C3E50,Loyalty card for PharmaCare,#FFFFFF,#CCCCCC,assets/logos/pharmacare-677.png,assets/icons/pharmacare-677.png,assets/strips/pharmacare-677/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/pharmacare-677""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,GROW,1,Welcome to PharmaCare,10000,1,assets/icons/pharmacare-677_rect.png,2,2,0,0,https://luyoa.com/enroll/pharmacare-677,[],1,1,1
452,03510423,Story Corner,story-corner-92,BALANCE,,#FFFFFF,Loyalty card for Story Corner,#FFFFFF,#CCCCCC,assets/logos/story-corner-92.png,assets/icons/story-corner-92.png,assets/strips/story-corner-92/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/story-corner-92""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,CORE,1,Welcome to Story Corner,25000,1,assets/icons/story-corner-92_rect.png,3,2,0,0,https://luyoa.com/enroll/story-corner-92,[],1,1,0
453,f964dcbb,La Piazza,la-piazza-841,BALANCE,,#FFFFFF,Loyalty card for La Piazza,#FFFFFF,#CCCCCC,assets/logos/la-piazza-841.png,assets/icons/la-piazza-841.png,assets/strips/la-piazza-841/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/la-piazza-841""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,CORE,1,Welcome to La Piazza,2000,0,assets/icons/la-piazza-841_rect.png,1,1,1,1,https://luyoa.com/enroll/la-piazza-841,[],1,1,0
454,0db5ae52,TheWinery,thewinery-446,BALANCE,,#F5F5F5,Loyalty card for TheWinery,#FFFFFF,#CCCCCC,assets/logos/thewinery-446.png,assets/icons/thewinery-446.png,assets/strips/thewinery-446/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/thewinery-446""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,STARTER,1,Welcome to TheWinery,15000,0,assets/icons/thewinery-446_rect.png,1,1,0,1,https://luyoa.com/enroll/thewinery-446,[],0,0,0
455,470ced7d,OptiCare,opticare,STAMPS,8,#FFFFFF,Loyalty card for OptiCare,#FFFFFF,#CCCCCC,assets/logos/opticare.png,assets/icons/opticare.png,assets/strips/opticare/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/opticare""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,STARTER,1,Welcome to OptiCare,1000,0,assets/icons/opticare_rect.png,1,1,1,1,https://luyoa.com/enroll/opticare,[],0,0,0
456,e0adb2ca,AutoSpa,autospa-881,STATIC,,#1B4F72,Loyalty card for AutoSpa,#FFFFFF,#CCCCCC,assets/logos/autospa-881.png,assets/icons/autospa-881.png,assets/strips/autospa-881/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/autospa-881""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,STARTER,1,Welcome to AutoSpa,6000,0,assets/icons/autospa-881_rect.png,1,1,1,1,https://luyoa.com/enroll/autospa-881,[],0,0,0
457,a6fdc2f2,SparkleWash,sparklewash,BALANCE,,#FFFFFF,Loyalty card for SparkleWash,#FFFFFF,#CCCCCC,assets/logos/sparklewash.png,assets/icons/sparklewash.png,assets/strips/sparklewash/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/sparklewash""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,CORE,1,Welcome to SparkleWash,25000,0,assets/icons/sparklewash_rect.png,1,1,1,0,https://luyoa.com/enroll/sparklewash,[],1,1,0
458,017f2fa4,WaveRoll,waveroll-722,BALANCE,,#FFFFFF,Loyalty card for WaveRoll,#FFFFFF,#CCCCCC,assets/logos/waveroll-722.png,assets/icons/waveroll-722.png,assets/strips/waveroll-722/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/waveroll-722""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,STARTER,1,Welcome to WaveRoll,5000,0,assets/icons/waveroll-722_rect.png,1,1,0,1,https://luyoa.com/enroll/waveroll-722,[],0,0,0
459,9d81df8d,NectarBar,nectarbar-81,STATIC,,#2C3E50,Loyalty card for NectarBar,#FFFFFF,#CCCCCC,assets/logos/nectarbar-81.png,assets/icons/nectarbar-81.png,assets/strips/nectarbar-81/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/nectarbar-81""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,GROW,1,Welcome to NectarBar,15000,0,assets/icons/nectarbar-81_rect.png,3,2,1,1,https://luyoa.com/enroll/nectarbar-81,[],1,1,1
460,dd8e465d,Harvest Table,harvest-table-525,STATIC,,#2C3E50,Loyalty card for Harvest Table,#FFFFFF,#CCCCCC,assets/logos/harvest-table-525.png,assets/icons/harvest-table-525.png,assets/strips/harvest-table-525/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/harvest-table-525""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,CORE,1,Welcome to Harvest Table,6000,1,assets/icons/harvest-table-525_rect.png,1,1,1,0,https://luyoa.com/enroll/harvest-table-525,[],1,1,0
461,435e3f15,Core Fit,core-fit-267,BALANCE,,#1B4F72,Loyalty card for Core Fit,#FFFFFF,#CCCCCC,assets/logos/core-fit-267.png,assets/icons/core-fit-267.png,assets/strips/core-fit-267/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/core-fit-267""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,GROW,1,Welcome to Core Fit,400,0,assets/icons/core-fit-267_rect.png,4,2,1,1,https://luyoa.com/enroll/core-fit-267,[],1,1,1
462,f248d024,GadgetHub,gadgethub-872,BALANCE,,#1A1A2E,Loyalty card for GadgetHub,#FFFFFF,#CCCCCC,assets/logos/gadgethub-872.png,assets/icons/gadgethub-872.png,assets/strips/gadgethub-872/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/gadgethub-872""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,CORE,1,Welcome to GadgetHub,3000,1,assets/icons/gadgethub-872_rect.png,1,1,1,0,https://luyoa.com/enroll/gadgethub-872,[],1,1,0
463,4e1df9f7,Bake Street,bake-street,BALANCE,,#1A1A2E,Loyalty card for Bake Street,#FFFFFF,#CCCCCC,assets/logos/bake-street.png,assets/icons/bake-street.png,assets/strips/bake-street/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/bake-street""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,GROW,1,Welcome to Bake Street,1000,1,assets/icons/bake-street_rect.png,4,2,0,1,https://luyoa.com/enroll/bake-street,[],1,1,1
464,6668968d,Green Table,green-table-858,STAMPS,12,#0F3460,Loyalty card for Green Table,#FFFFFF,#CCCCCC,assets/logos/green-table-858.png,assets/icons/green-table-858.png,assets/strips/green-table-858/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/green-table-858""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,STARTER,1,Welcome to Green Table,6000,0,assets/icons/green-table-858_rect.png,1,1,0,1,https://luyoa.com/enroll/green-table-858,[],0,0,0
465,fc7026fe,The Pet Corner,the-pet-corner,BALANCE,,#0F3460,Loyalty card for The Pet Corner,#FFFFFF,#CCCCCC,assets/logos/the-pet-corner.png,assets/icons/the-pet-corner.png,assets/strips/the-pet-corner/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-pet-corner""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,STARTER,1,Welcome to The Pet Corner,10000,0,assets/icons/the-pet-corner_rect.png,2,2,1,1,https://luyoa.com/enroll/the-pet-corner,[],0,0,0
466,af260976,OptiCare,opticare-950,BALANCE,,#0F3460,Loyalty card for OptiCare,#FFFFFF,#CCCCCC,assets/logos/opticare-950.png,assets/icons/opticare-950.png,assets/strips/opticare-950/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/opticare-950""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,STARTER,1,Welcome to OptiCare,10000,0,assets/icons/opticare-950_rect.png,2,2,0,1,https://luyoa.com/enroll/opticare-950,[],0,0,0
467,039255ea,TailWag,tailwag-277,STATIC,,#FFFFFF,Loyalty card for TailWag,#FFFFFF,#CCCCCC,assets/logos/tailwag-277.png,assets/icons/tailwag-277.png,assets/strips/tailwag-277/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/tailwag-277""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,CORE,1,Welcome to TailWag,5000,1,assets/icons/tailwag-277_rect.png,3,2,1,1,https://luyoa.com/enroll/tailwag-277,[],1,1,0
468,762222ba,OralFirst,oralfirst-694,STAMPS,8,#2C3E50,Loyalty card for OralFirst,#FFFFFF,#CCCCCC,assets/logos/oralfirst-694.png,assets/icons/oralfirst-694.png,assets/strips/oralfirst-694/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/oralfirst-694""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,CORE,0,Welcome to OralFirst,2000,0,assets/icons/oralfirst-694_rect.png,1,1,0,0,https://luyoa.com/enroll/oralfirst-694,[],1,1,0
469,9442491d,Crusty Corner,crusty-corner-258,BALANCE,,#FFFFFF,Loyalty card for Crusty Corner,#FFFFFF,#CCCCCC,assets/logos/crusty-corner-258.png,assets/icons/crusty-corner-258.png,assets/strips/crusty-corner-258/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/crusty-corner-258""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,CORE,0,Welcome to Crusty Corner,1000,0,assets/icons/crusty-corner-258_rect.png,1,1,0,1,https://luyoa.com/enroll/crusty-corner-258,[],1,1,0
470,4c5a62b4,Warm Oven,warm-oven-673,BALANCE,,#F5F5F5,Loyalty card for Warm Oven,#FFFFFF,#CCCCCC,assets/logos/warm-oven-673.png,assets/icons/warm-oven-673.png,assets/strips/warm-oven-673/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/warm-oven-673""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,STARTER,1,Welcome to Warm Oven,25000,0,assets/icons/warm-oven-673_rect.png,2,2,1,0,https://luyoa.com/enroll/warm-oven-673,[],0,0,0
471,052f41b9,FluentPath,fluentpath-788,STAMPS,12,#1A1A2E,Loyalty card for FluentPath,#FFFFFF,#CCCCCC,assets/logos/fluentpath-788.png,assets/icons/fluentpath-788.png,assets/strips/fluentpath-788/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/fluentpath-788""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,STARTER,1,Welcome to FluentPath,2000,1,assets/icons/fluentpath-788_rect.png,1,1,0,0,https://luyoa.com/enroll/fluentpath-788,[],0,0,0
472,d51b2431,The Lens Studio,the-lens-studio-452,BALANCE,,#0F3460,Loyalty card for The Lens Studio,#FFFFFF,#CCCCCC,assets/logos/the-lens-studio-452.png,assets/icons/the-lens-studio-452.png,assets/strips/the-lens-studio-452/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-lens-studio-452""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,STARTER,1,Welcome to The Lens Studio,400,1,assets/icons/the-lens-studio-452_rect.png,3,2,0,1,https://luyoa.com/enroll/the-lens-studio-452,[],0,0,0
473,dfa62cc0,Daily Flow,daily-flow-659,BALANCE,,#0F3460,Loyalty card for Daily Flow,#FFFFFF,#CCCCCC,assets/logos/daily-flow-659.png,assets/icons/daily-flow-659.png,assets/strips/daily-flow-659/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/daily-flow-659""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,CORE,1,Welcome to Daily Flow,400,0,assets/icons/daily-flow-659_rect.png,1,1,0,0,https://luyoa.com/enroll/daily-flow-659,[],1,1,0
474,e3b8cbeb,BottleShop,bottleshop-153,STAMPS,6,#1B4F72,Loyalty card for BottleShop,#FFFFFF,#CCCCCC,assets/logos/bottleshop-153.png,assets/icons/bottleshop-153.png,assets/strips/bottleshop-153/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/bottleshop-153""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,CORE,1,Welcome to BottleShop,400,1,assets/icons/bottleshop-153_rect.png,1,1,1,1,https://luyoa.com/enroll/bottleshop-153,[],1,1,0
475,119ed1e8,Bean Scene,bean-scene,BALANCE,,#2C3E50,Loyalty card for Bean Scene,#FFFFFF,#CCCCCC,assets/logos/bean-scene.png,assets/icons/bean-scene.png,assets/strips/bean-scene/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/bean-scene""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,GROW,1,Welcome to Bean Scene,600,1,assets/icons/bean-scene_rect.png,1,1,0,1,https://luyoa.com/enroll/bean-scene,[],1,1,1
476,a200b647,Sakura Roll,sakura-roll-648,STATIC,,#1A1A2E,Loyalty card for Sakura Roll,#FFFFFF,#CCCCCC,assets/logos/sakura-roll-648.png,assets/icons/sakura-roll-648.png,assets/strips/sakura-roll-648/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/sakura-roll-648""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,STARTER,1,Welcome to Sakura Roll,600,0,assets/icons/sakura-roll-648_rect.png,3,2,1,0,https://luyoa.com/enroll/sakura-roll-648,[],0,0,0
477,3009a1b3,The Spa Room,the-spa-room-307,BALANCE,,#FFFFFF,Loyalty card for The Spa Room,#FFFFFF,#CCCCCC,assets/logos/the-spa-room-307.png,assets/icons/the-spa-room-307.png,assets/strips/the-spa-room-307/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-spa-room-307""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,STARTER,1,Welcome to The Spa Room,6000,1,assets/icons/the-spa-room-307_rect.png,1,1,0,1,https://luyoa.com/enroll/the-spa-room-307,[],0,0,0
478,5868ec31,EasyTalk,easytalk-245,STAMPS,12,#FFFFFF,Loyalty card for EasyTalk,#FFFFFF,#CCCCCC,assets/logos/easytalk-245.png,assets/icons/easytalk-245.png,assets/strips/easytalk-245/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/easytalk-245""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,STARTER,1,Welcome to EasyTalk,10000,1,assets/icons/easytalk-245_rect.png,1,1,1,1,https://luyoa.com/enroll/easytalk-245,[],0,0,0
479,e29da95d,VoiceBox Academy,voicebox-academy-807,STATIC,,#0F3460,Loyalty card for VoiceBox Academy,#FFFFFF,#CCCCCC,assets/logos/voicebox-academy-807.png,assets/icons/voicebox-academy-807.png,assets/strips/voicebox-academy-807/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/voicebox-academy-807""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,STARTER,1,Welcome to VoiceBox Academy,1000,1,assets/icons/voicebox-academy-807_rect.png,1,1,0,1,https://luyoa.com/enroll/voicebox-academy-807,[],0,0,0
480,56a62226,The Cork Room,the-cork-room-483,BALANCE,,#FFFFFF,Loyalty card for The Cork Room,#FFFFFF,#CCCCCC,assets/logos/the-cork-room-483.png,assets/icons/the-cork-room-483.png,assets/strips/the-cork-room-483/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-cork-room-483""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,STARTER,1,Welcome to The Cork Room,25000,0,assets/icons/the-cork-room-483_rect.png,3,2,0,0,https://luyoa.com/enroll/the-cork-room-483,[],0,0,0
481,6eff20b8,The Bistro,the-bistro-175,STATIC,,#FFFFFF,Loyalty card for The Bistro,#FFFFFF,#CCCCCC,assets/logos/the-bistro-175.png,assets/icons/the-bistro-175.png,assets/strips/the-bistro-175/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-bistro-175""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,GROW,1,Welcome to The Bistro,10000,0,assets/icons/the-bistro-175_rect.png,1,1,1,1,https://luyoa.com/enroll/the-bistro-175,[],1,1,1
482,71849a0f,TechCorner,techcorner-333,BALANCE,,#1B4F72,Loyalty card for TechCorner,#FFFFFF,#CCCCCC,assets/logos/techcorner-333.png,assets/icons/techcorner-333.png,assets/strips/techcorner-333/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/techcorner-333""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,GROW,1,Welcome to TechCorner,400,1,assets/icons/techcorner-333_rect.png,1,1,0,0,https://luyoa.com/enroll/techcorner-333,[],1,1,1
483,c50e09d3,TheWinery,thewinery-173,BALANCE,,#2C3E50,Loyalty card for TheWinery,#FFFFFF,#CCCCCC,assets/logos/thewinery-173.png,assets/icons/thewinery-173.png,assets/strips/thewinery-173/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/thewinery-173""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,STARTER,1,Welcome to TheWinery,2000,0,assets/icons/thewinery-173_rect.png,1,1,0,0,https://luyoa.com/enroll/thewinery-173,[],0,0,0
484,dcf1f96f,TechBox,techbox-8,BALANCE,,#FFFFFF,Loyalty card for TechBox,#FFFFFF,#CCCCCC,assets/logos/techbox-8.png,assets/icons/techbox-8.png,assets/strips/techbox-8/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/techbox-8""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,STARTER,1,Welcome to TechBox,2500,1,assets/icons/techbox-8_rect.png,2,2,1,1,https://luyoa.com/enroll/techbox-8,[],0,0,0
485,3c0e4f49,Inner Peace Studio,inner-peace-studio-422,STAMPS,8,#2C3E50,Loyalty card for Inner Peace Studio,#FFFFFF,#CCCCCC,assets/logos/inner-peace-studio-422.png,assets/icons/inner-peace-studio-422.png,assets/strips/inner-peace-studio-422/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/inner-peace-studio-422""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,STARTER,1,Welcome to Inner Peace Studio,2500,0,assets/icons/inner-peace-studio-422_rect.png,4,2,1,1,https://luyoa.com/enroll/inner-peace-studio-422,[],0,0,0
486,fe05ef9d,Quick Bite,quick-bite-572,BALANCE,,#F5F5F5,Loyalty card for Quick Bite,#FFFFFF,#CCCCCC,assets/logos/quick-bite-572.png,assets/icons/quick-bite-572.png,assets/strips/quick-bite-572/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/quick-bite-572""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,CORE,1,Welcome to Quick Bite,2500,0,assets/icons/quick-bite-572_rect.png,1,1,1,1,https://luyoa.com/enroll/quick-bite-572,[],1,1,0
487,fc105c8c,PurePress,purepress-199,STAMPS,6,#1B4F72,Loyalty card for PurePress,#FFFFFF,#CCCCCC,assets/logos/purepress-199.png,assets/icons/purepress-199.png,assets/strips/purepress-199/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/purepress-199""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,CORE,1,Welcome to PurePress,1500,1,assets/icons/purepress-199_rect.png,3,2,0,0,https://luyoa.com/enroll/purepress-199,[],1,1,0
488,5bc0c830,Sunset Grill,sunset-grill-343,STAMPS,12,#FFFFFF,Loyalty card for Sunset Grill,#FFFFFF,#CCCCCC,assets/logos/sunset-grill-343.png,assets/icons/sunset-grill-343.png,assets/strips/sunset-grill-343/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/sunset-grill-343""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,STARTER,1,Welcome to Sunset Grill,1000,0,assets/icons/sunset-grill-343_rect.png,1,1,0,0,https://luyoa.com/enroll/sunset-grill-343,[],0,0,0
